Unnamed: 0,text,sentiment,sentimento_previsto
302,"Segundo Magda, os funcionários da ANP são altamente qualificados para atender às necessidades da sociedade. No entanto, aproveitou a presença do ministro de Minas e Energias, Edison lobão, para lembrar que a agência reguladora precisa de mais 152 servidores, que se fizeram necessários com a chegada de novas atribuição da agência.",Neutro,NEUTRAL
303,"A Receita Federal liberou as construtoras de recolher 11% de contribuição previdenciária sobre serviços de fundações em obras diversas, inclusive a cravação de estacas.",Positivo,NEGATIVE
304,"Em Wall Street, o Dow Jones garantiu leve alta de 0,22%, para 11.796 pontos. O S&P 500 cedeu 0,04%, a 1.215 pontos, e o Nadasq perdeu 0,60%, a 2.572 pontos. Na semana o Dow caiu 2,9%, o S&P recuou 3,8% e a bolsa eletrônica Nasdaq ficou devendo 4%.",Negativo,NEGATIVE
305,"Allen: Os acontecimentos de hoje são consequência dos eventos de 2007/08. Lá, o problema começou com os bancos e foi absorvido pelos governos. Agora o problema migrou para os governos. Haverá a aceleração da consolidação fiscal e atraso na recuperação econômica É por isso que os mercados estão liquidando suas posições.",Negativo,NEGATIVE
306,"O reconhecimento veio 15 anos depois dos primeiros passos, com o prêmio ""Família Empresária 2012"", coordenado pela consultoria Höft, especializada na transição de gerações. O grupo Lwart foi selecionado dentre 26 empresas familiares indicadas por um conselho independente.",Neutro,POSITIVE
307,"Já o Lucro Antes de Juros, Impostos, Depreciações e Amortizações (Ebitda, na sigla em inglês) consolidado foi a R$ 388 milhões, número 27% maior que o do primeiro trimestre e 157% superior ao do mesmo período do ano passado.",Positivo,POSITIVE
308,"Ela avalia como positivos os detalhes da regulamentação, como a inclusão dos componentes socioambientais e dos ajustes correspondentes (quem vendeu os créditos não pode utilizá-los na sua meta), além da governança global e nacional desse mercado.",Positivo,POSITIVE
309,O CMN ainda aprovou um incremento de crédito na Linha Especial de Crédito de Investimento para Produção de Alimentos (Pronaf Mais Alimentos) tanto para os agricultores que foram afetados pelas enchentes como para aqueles que sofreram os efeitos da estiagem na região Nordeste. O limite por tomador é de R$ 10 mil a taxa de 1% ao ano. Essa linha também pode ser contratada até 30 de dezembro.,Positivo,POSITIVE
311,*Marcelo Tokarski é sócio-diretor do Instituto FSB Pesquisa e da FSB Inteligência,Neutro,NEUTRAL
312,"Outras duas estações da linha devem ser entregues em março e julho deste ano, a Oscar Freire e a São Paulo-Morumbi, respectivamente.",Positivo,POSITIVE
313,"Os investidores seguem atentos ao quadro da pandemia, especialmente o impacto na economia, com a chance de que novas restrições afetem o funcionamento do comércio e indústria, bem como o setor de turismo.",Negativo,NEGATIVE
314,"A Anhanguera passou a provisionar 100% dos títulos vencidos a mais de 180 dias. No quarto trimestre, a provisão para devedores duvidosos foi de  R$ 24,5 milhões, representando 7% da receita líquida, 2,1 pontos percentuais  superior ao quarto trimestre de 2010. No acumulado do ano, somou R$ 69,6milhões, atingindo 5,6% da receita líquida, aumento de 0,4 ponto percentual.",Positivo,POSITIVE
316,"A projeção é que, em 2025, a energia solar represente 4% da matriz energética brasileira e a energia eólica chegue a 13% do total. As hidrelétricas devem cair para 59%.",Positivo,NEUTRAL
317,"O presidente do Senado, Rodrigo Pacheco (PSD-MG), publicou uma nota sobre o assunto. Ele disse estar acompanhando ""com crescente preocupação o agravamento do conflito entre Rússia e Ucrânia"".",Negativo,NEGATIVE
319,Bônus é o presente preferido dos trabalhadores dos EUA neste ano,Neutro,NEUTRAL
320,"Exigência de segurança tirou Obama de ato em Paris, diz Casa Branca",Negativo,NEGATIVE
321,"No ano passado, cerca de 3 mil lojas participaram da chamada ""Black Friday verde e amarela"". Este ano, com pandemia, a expectativa é que a presença do e-commerce seja ainda mais percebida. No Magazine Luiza, haverá produtos com até 70% de desconto e Frete Grátis. Com o mote “Maior saldão do Brasil”, a Casas Bahia também oferece descontos de até 70% em itens das lojas, site e aplicativo. Os pagamentos poderão ser feitos em até 30 vezes sem juros no cartão da loja, para produtos selecionados.",Positivo,POSITIVE
322,"SÃO PAULO – Apesar da iniciativa de lançar uma oferta combinando serviços da Claro, da Embratel e da Net, a integração societária dessas companhias ainda está em estudo e deve levar alguns meses.",Neutro,NEUTRAL
325,"Os analistas citam alguns anúncios sobre isso: no início da semana, a Latam comunicou planos para contratar novos integrantes para a tripulação e para aumentar significativamente sua frota. A Azul projeta reservas futuras em linha com os níveis pré-pandêmicos. Já a Gol destacou na véspera uma melhora significativa em suas vendas de viagens para o mercado aéreo doméstico em maio.",Positivo,POSITIVE
326,"Segundo ele, a ideia é agilizar o processo, tirar um pouco a pressão e deixar mais divertido. “Geralmente, a gamificação não é usada para contratações urgentes, mas sim para processos longos, com muitos candidatos”, explica.",Neutro,NEUTRAL
327,"Além disso, um cenário de preço médio da commodity em US$ 190 a tonelada em 2021 implica um EV/Ebitda esperado para 2021 de 2,2 vezes (em comparação com os 3,8 vezes atuais da projeção XP), bem abaixo da média histórica dos seus pares entre 5 vezes e 5,5 vezes. Considerando um pagamento de dividendos sobre o lucro líquido (dividend payout) de 80%, a estimativa é de um dividend yield de 12,5% para 2021.",Negativo,NEGATIVE
328,"De acordo com o PL, o valor do crédito suplementar é de R$ 164,7 milhões para atender um programa de Gestão e Manutenção de Infraestrutura de Empresas Estatais Federais e também investimentos em energia Elétrica.",Neutro,NEUTRAL
329,"No final do ano passado, a Finlândia ameaçou retirar seu apoio no Mecanismo de Estabilidade Europeu, caso as decisões relativas às reservas de segurança não fossem tomadas por meio de votações unânimes. As operações do Mecanismo de Estabilidade Europeu estão previstas para ter início no próximo mês.",Negativo,NEGATIVE
331,"Para as empresas de energia, fica a missão quase impossível de ganhar dinheiro num cenário desses. É o que os executivos da companhia elétrica Equatorial vêm tentando, a duras penas, fazer há pouco mais de um ano.",Negativo,NEUTRAL
335,"Esse segmento inclui todas as operações exceto as de comércio. Considera  toda a movimentação referente a investimentos, empréstimos e financiamentos de  estrangeiros ao país e de brasileiros ao exterior e, ainda, transações correntes como pagamento de lucros, juros, dividendos, serviços e transferências unilaterais.",Neutro,NEUTRAL
336,"Conforme a PF, o esquema envolvia um médico psiquiatra que fornecia laudos falsos atestando doenças psiquiátricas por R$ 120 a R$ 140, além de “intermediários” e advogados que utilizavam os documentos para requerer os benefícios previdenciários. Os beneficiários não tinham doença incapacitante e muitos deles sequer iam ao consultório do médico. Eles recebiam os laudos pelos intermediários ou pelos Correios.",Negativo,NEGATIVE
339,"O volume absorvido pelo mercado, em termos líquidos, é o maior desde que a autoridade monetária voltou a fazer esse tipo de operação, em 18 de maio. Desde essa data, o BC já vendeu US$ 13,831 bilhões nesse tipo de derivativo.",Positivo,POSITIVE
340,"Com o avanço da pandemia, muitas empresas passaram a adotar o home office como modelo de trabalho. No Brasil, a transformação digital se fortaleceu, mas expôs um grande problema: a falta de mão de obra especializada na área de Tecnologia da Informação (TI). Pensando nisso, muitas empresas tiveram a oportunidade de contratar profissionais de diversos países para ocupar suas vagas, criando um intercâmbio de conhecimento que possibilitou um salto na inovação no país.",Positivo,POSITIVE
341,"A economia da zona do euro teve um início de ano fraco, com as restrições da pandemia afetando a confiança e temores de que a Alemanha possa estar à beira da recessão pela segunda vez desde o início da crise.",Negativo,NEGATIVE
342,"As companhias em fase acelerada de crescimento precisam investir muito, o que faz com que lucrem pouco (ou tenham prejuízo) e distribuam poucos ganhos aos acionistas. A contrapartida é que suas ações podem ter maior potencial de alta. “É a expectativa de pagamento futuro de dividendos que faz com que essas companhias valorizem. Daqui a muitos anos, quando elas precisarem investir menos e seus negócios estiverem maduros, poderão pagar bons dividendos”, afirma Alvarenga.",Neutro,NEUTRAL
344,A União Brasileira dos Estudantes Secundaristas (UBES) lançou uma campanha nas redes sociais para expor os graves problemas da escolas brasileiras.,Negativo,NEGATIVE
345,UE pede que Rússia reverta reconhecimento de separatistas da Ucrânia,Negativo,NEGATIVE
346,"Em manifestação anterior, o advogado-geral da União, Bruno Bianco, tinha dito que, embora o único imunizante previsto no plano para crianças seja o da Pfizer, um cadastro abastecido com dados dos entes regionais ""indica que, sem qualquer critério aparente, milhares de doses de outros imunizantes foram aplicadas em adolescentes e crianças em diversos Estados brasileiros"".",Neutro,NEUTRAL
347,"A Áustria se tornará o primeiro país da União Europeia a adotar a regra para os adultos de maneira generalizada — outras nações do bloco, como a Itália, por exemplo, obriga a vacinação de uma parte da população ou de setores profissionais específicos.",Neutro,NEUTRAL
348,"Em maio, o jornal O Estado de S. Paulo apurou que um ano após ser alvo de uma megaoperação policial, a Cracolândia resiste, com o fluxo espalhado pelo centro de São Paulo.",Negativo,NEGATIVE
349,"SÃO PAULO - A operadora logística ALL iniciou em meados de janeiro o carregamento, por meio de ferrovia, do etanol produzido por usinas instaladas em Nova Alvorada do Sul, Maracaju, Rio Brilhante e Dourados, em Mato Grosso do Sul. Por dia, serão transportados cerca de 750 mil litros de etanol, com uso de 15 vagões.",Positivo,POSITIVE
350,"Para que o metaverso se torne uma realidade disseminada, Peres entende que três coisas são necessárias: educação, uma disseminação a respeito do universo dos criptoativos e do blockchain; tecnologia e infraestrutura; e regulação. Sim, os governos terão de ser envolvidos para criar regras para esse ambiente.",Neutro,NEUTRAL
351,Bolsas europeias têm leve ganho após leilão da Itália,Positivo,POSITIVE
352,"A BB Investimentos também viu os resultados da companhia de forma positiva, sobretudo pelo aumento das margens operacionais no trimestre, ocasionadas pela redução de despesas. “Apesar de a empresa salientar que seu foco está voltado para a rentabilidade, destacamos o avanço em market share pelo quinto trimestre consecutivo”, comentou a corretora.",Positivo,POSITIVE
353,Operação-padrão tem adesão de 90% dos defensores públicos federais,Neutro,NEUTRAL
354,"No lado operacional, as receitas de vendas de bens e serviços somaram R$ 29,2 milhões, fruto do contrato de operação e manutenção da plataforma OSX-1. O montante, no entanto, foi reduzido de custos que totalizaram R$ 25 milhões.",Positivo,POSITIVE
355,SÃO PAULO - Ao menos três pessoas acabaram mortas e 75 ficaram feridas em um ataque no centro da cidade belga de Liège em um momento de movimentação na área por causa das compras de fim de ano.,Negativo,NEGATIVE
356,"Os críticos da declaração do republicano lembraram que muitos americanos não pagam impostos federais de renda, mas pagam outras taxas. Além disso, mais de 16 milhões de idosos são isentos, enquanto outros milhões não pagam porque ganham muito pouco.",Negativo,NEGATIVE
357,Uma resolução de 2019 prevê que quem não sacar o abono no prazo ainda terá direito ao benefício por mais cinco anos.,Neutro,NEUTRAL
358,Senadores reagem a PL que flexibiliza agrotóxicos,Neutro,NEUTRAL
361,"Fora do Ibovespa, as ações da Alliar (AALR3) caíram mais de 20% nesta quarta. A rede de laboratórios informou na noite de ontem que seus controladores fecharam o contrato para a venda da empresa ao fundo de investimento Fonte de Saúde, da gestora MAM, do empresário Nelson Tanure. Como se trata de uma aquisição de controle, a gestora do empresário teria que estender a oferta aos minoritários, mas uma cláusula no acordo pode deixar os demais acionistas de fora da oferta.",Negativo,NEGATIVE
362,Young está na Union Pacific desde 1978. Passou por diversas posições até se tornar CFO em 1999 e CEO em 2006.,Neutro,NEUTRAL
363,"BC intervém no câmbio pela 1ª vez desde março com dólar a R$ 5,30",Negativo,NEGATIVE
364,"""Peço a todos os cidadãos que votemos, é a oportunidade que temos de decidir o próximo binômio presidencial"", disse Solórzano após a abertura das 21.099 mesas receptoras de votos instaladas em todo o país.",Neutro,NEUTRAL
365,"Schwartsman: Isso é o que o BC deve indicar. Há uma desaceleração lá fora e risco de contágio aqui. Por essa razão, não vou alterar o juro hoje, mas pode apontar que o cenário [externo] ficou ainda mais favorável. Mas acho difícil se montar um caso que justifique um corte de juro num prazo curto.",Neutro,NEUTRAL
368,Olá Clebes. O VGBL é uma aplicação interessante para quem quer investir a longo prazo e faz a Declaração de IR pelo formulário simplificado.,Neutro,NEUTRAL
370,"A piora do ambiente externo e as preocupações com a situação fiscal e de governança no Brasil levou os investidores estrangeiros a sacarem 6,8 bilhões de reais da B3 em fevereiro, interrompendo três meses seguidos de entrada líquida de recursos.",Negativo,NEGATIVE
371,"A exposição dos fundos de investimentos a depósitos a prazo do Banco BVA, que sofreu intervenção do BC na sexta-feira, alcançava em setembro R$ 917,91 milhões.",Negativo,NEGATIVE
372,"Este acréscimo, com custo estimado de R$ 1,9 bilhão, terá como fonte da despesa indicada os recursos arrecadados com os bônus de assinatura dos campos de Sépia e Atapu que, excluindo-se os valores destinados aos entes subnacionais, somam R$ 3,4 bilhões.",Negativo,NEGATIVE
376,"Ferro disse, ainda, que a intenção do Congresso ao aprovar a lei foi evitar as jornadas exaustivas às quais muitos motoristas são submetidos. O deputado disse ainda que alguns profissionais da categoria têm que usar drogas para suportar os longos períodos de trabalho. “Mas se gerou transtorno, tem que haver renegociação”, declarou.",Negativo,NEGATIVE
379,"Por ora, o projeto está em cinco cidades. A meta é chegar a 20 até 2019. Espaço para atuar não falta: os índices educacionais brasileiros seguem muito aquém do padrão de países ricos e, no caso do ensino médio, não há sinais de melhora. Com exceção do candidato Ciro Gomes, cuja base eleitoral é o Ceará, até agora o exemplo bem-sucedido do estado foi deixado de lado no debate eleitoral. É uma pena: nesse caso, copiar quem faz direito devia ser prioridade.",Neutro,NEUTRAL
380,"A Caixa Seguridade teve lucro líquido de R$ 1,76 bilhão em 2020, com uma receita de R$ 39,1 bilhões.",Positivo,POSITIVE
381,"O valor de firma (firm value) é de R$ 25 milhões, sendo que deste valor será deduzido o endividamento líquido.",Neutro,NEUTRAL
382,"O Credit Suisse comentou a informação de que a Eletrobras nomeou temporariamente a CFO Elvira Presta como CEO, até que um novo seja indicado; de que o CPPI aprovou a inclusão da Eletrobras no programa de privatização, permitindo ao BNDES iniciar os estudos sobre a redução de capital do governo; e de que os presidente do Senado e da Câmara têm visões favoráveis sobre a MP para a privatização da Eletrobras.",Positivo,POSITIVE
383,Previsões do USDA tiram suporte dos preços de soja e trigo,Negativo,NEGATIVE
384,"O episódio é considerado, por especialistas, como o lance inaugural da crise política que culminaria na renúncia do presidente, um ano e meio depois e em meio a um colapso econômico que levou sucessivamente à moratória e à desvalorização do peso. “Nunca mais o presidente teve sua liderança respeitada e isso foi fatal para qualquer iniciativa de se sair do impasse econômico”, afirmou o cientista político Rosendo Fraga, do Centro de Estudos Nueva Mayoria.",Negativo,NEGATIVE
385,"“O Brasil é a única das 20 [maiores] economias que não têm uma cadeira de estudos de futuro criada pelo presidente da república”, disse Giardelli. “O que tem são pensamento de 4 anos, às vezes 2 anos”, e não um plano de longo prazo, que considera essencial. Ele também se preocupa que os candidatos à presidência em 2018 estejam tratando pouco de temas relacionados à tecnologia.",Negativo,NEGATIVE
389,Confiança do consumidor dos EUA sobe em janeiro,Positivo,POSITIVE
390,"As exportações da China cresceram em outubro no ritmo mais rápido em cinco meses, em mais um sinal de retomada economia. Na sexta-feira, dados da produção industrial e das vendas no varejo já haviam superado as expectativas.",Positivo,POSITIVE
391,"O chefe do Executivo voltou a responsabilizar governos estaduais pelo elevado valor dos combustíveis, cujo aumento, segundo ele, se deve à cobrança do ICMS aos preços dos fretes e às margens de lucro dos postos. ""Reconhecemos a dificuldade financeira dos Estados, mas, acima do Estado, da União, está o povo que nos mantém"", argumentou. ""Quando a gente reduz (o preço do combustível) na refinaria, na bomba não diminui"", completou.",Negativo,NEGATIVE
392,"A Cambuci teve lucro líquido de 4,7 milhões de reais no primeiro trimestre de 2013, alta de mais de 300 por cento frente ao mesmo período do ano anterior, quando o lucro líquido foi de 1,1 milhão de reais.",Positivo,POSITIVE
393,"RIO - A infraestrutura brasileira precisa entrar em um ritmo de crescimento mais acelerado para ter condições de receber maior volume de recursos, sobretudo de investidores estrangeiros. A afirmação é do ex-presidente do Banco Central e sócio da Gávea Investimentos, Armínio Fraga.",Neutro,NEUTRAL
394,Rossi sai de lucro para prejuízo de R$ 9 milhões no trimestre,Negativo,NEGATIVE
395,"Na América Latina, México e Colômbia superam Brasil em ranking do PIB",Negativo,NEGATIVE
397,"Nos EUA, pagamentos por aproximação — ou até mesmo com senha — não são tão comuns quanto no Brasil. Atualmente, ainda é comum utilizar métodos antigos de processamento de pagamentos com cartão — por exemplo, quando se paga algo em um restaurante, o garçom levar o cartão para uma sala nos fundos do estabelecimento e voltar com um papel para que o consumidor assine, confirmando a transação. Empresas como a Apple e a Block vem mudando isso e contribuindo para a digitalização dos pagamentos em solo americano.",Neutro,NEUTRAL
398,"Longe de ser um problema exclusivo do Brasil, o crescimento do tráfego de dados na internet e, por consequência, a necessidade de se ter uma infraestrutura de rede condizente com esse avanço substancial estão no centro das discussões em todo o mundo.",Neutro,NEUTRAL
399,"O resultado anunciado pela Eurostat, no entanto, é superior ao superávit de 100 milhões de euros apresentado em junho, montante revisado para baixo em relação ao saldo positivo de 900 milhões de euros que havia sido originalmente divulgado. Os analistas consultados pela Dow Jones esperavam um superávit menor para julho, de 2,0 bilhões de euros.",Positivo,POSITIVE
400,"As expectativas de condições gerais para os próximos seis meses saiu de terreno negativo (-5,1 pontos) para 5,5 pontos em setembro.",Positivo,POSITIVE
402,"“A pandemia representou não somente uma crise sanitária de proporções históricas, como resultou na maior adversidade já enfrentada pela educação básica brasileira no que diz respeito à garantia de acesso à escola de todas as crianças e adolescentes dos 4 aos 17 anos”, sustenta a análise do IBGE.",Negativo,NEGATIVE
403,"Mesmo que Serra desista de tentar se reeleger ou concorra para deputado federal, o PSDB está de olho na vaga. E o Republicanos dependeria de um acerto com União Brasil e MDB - que já acertaram apoio a Rodrigo Garcia - para ter seu candidato a senador vinculado à chapa encabeçada pelo tucano.",Neutro,NEUTRAL
404,"Na quarta-feira, o Dow perdeu 129 pontos; o S&P recuou 0,2%; e o Nasdaq ficou estável.",Negativo,NEGATIVE
405,"Após o encerramento dos negócios na Bolsa de Mercadorias & Futuros (BM&F) na terça-feira, o Ministério da Fazenda divulgou nota negando a intenção sobre novas medidas.",Neutro,NEUTRAL
407,"Mas, fora do cargo, o político de 71 anos perde a imunidade e poderá ser julgado pelas acusações de corrupção, fraude e violação de confiança, pelas quais pode ser condenado a até 10 anos de prisão. Ele nega qualquer irregularidade.",Negativo,NEGATIVE
408,"Além de São Paulo, houve protestos em Pernambuco, Pará, Bahia, Ceará, Sergipe, Paraíba, Rio Grande do Norte, Minas Gerais, Rio de Janeiro e Rio Grande do Sul.",Negativo,NEGATIVE
409,"Ele fez sua ampla acusação em um momento em que o chefe da segurança doméstica de Israel alertou publicamente sobre a perspectiva de violência política. Netanyahu concentrou suas alegações em uma promessa de campanha quebrada do homem que deverá substituí-lo como primeiro-ministro, o nacionalista Naftali Bennett.",Negativo,NEGATIVE
410,"Além disso, alertam, esse colapso está comprometendo o restante do atendimento em saúde, levando a uma piora no atendimento de outras doenças e na vacinação infantil. Somando-se a isso, uma crise econômica exacerbada pela pandemia e cortes nos orçamentos de saúde e educação devem piorar a capacidade do país de reagir.",Negativo,NEGATIVE
413,"Por descumprir normas de atendimento ao público, determinadas no Código Brasileiro do Consumidor, a Gol foi multada em R$ 1,14 milhão. A companhia de bebidas Ambev sofreu pena de R$ 1 milhão por “publicidade abusiva”.",Negativo,NEGATIVE
414,"Desde o dia 04 de maio, o IBGE está fazendo entrevistas semanais em 48 mil domicílios, totalizando cerca de 193 mil casas por mês. A amostra é fixa, permitindo um monitoramento constante do mesmo universo de pessoas.",Neutro,NEUTRAL
416,"Já o saldo devedor externo do setor privado totalizou US$ 99,247 bilhões em janeiro, ante US$ 98,301 bilhões apurados no fim de 2011.",Negativo,NEGATIVE
418,"Para ele, o TCU não vai querer decidir nada com pressa, o que deixa, por conta do recesso, o processo para 2022: ano eleitoral, que deve dificultar ainda mais a venda da companhia. “A partir de abril nesse País não se faz mais nada por causa das eleições. A avaliação do Gesel é que essa venda fica para 2023”, afirmou.",Negativo,NEGATIVE
419,Começou obrigatoriedade do novo termo de rescisão trabalhista,Neutro,NEUTRAL
421,"Além disso, traz diversidade às discussões. “O conselho deve monitorar a diretoria. Se uma pessoa lidera as duas instâncias, essa função fica prejudicada”, diz Renato Chaves, sócio da consultoria Mesa. “No caso de empresas com um controlador, a nova regra garante a defesa do interesse de outros acionistas. Nas empresas sem controlador, a mudança evita exageros de executivos superpoderosos.”",Neutro,NEUTRAL
423,CBO prevê faturamento de US$ 250 milhões em 2014,Positivo,POSITIVE
424,"No mercado de commodities, o barril de WTI, por exemplo, perdia 4,01%, a US$ 83,40. Já o índice CRB de matérias-primas recuava 1,71%.",Negativo,NEGATIVE
427,"A Advocacia Geral da União (AGU) criou o Grupo de Cobrança dos Grandes Devedores (GCGD) para melhorar a recuperação de créditos com valor a partir de R$ 5 milhões, de quatro órgãos federais: Agência Nacional de Telecomunicações (Anatel), Agência Nacional de Energia Elétrica (Aneel), Departamento nacional de Produção Mineral (DNPM) e Ibama.",Positivo,POSITIVE
428,"Em pesquisa anterior, feita pelo mesmo instituto em março, Chávez detinha 44% das intenções de voto contra 33% de Capriles.",Neutro,NEUTRAL
431,"Do lado negativo, pesa o desemprego na Alemanha. Nem tanto a taxa, que ficou estável em 6,9%, mas o aumento no número de desempregados, em 20 mil em outubro, o dobro do previsto.",Negativo,NEGATIVE
432,"Por volta de 12h40, o Ibovespa caía 0,68%, para 57.445 pontos. O volume financeiro era de R$ 2,278 bilhões. Entre as ações mais líquidas da bolsa brasileira, Vale PNA caía 0,99%, para R$ 35,84; Petrobras PN ganhava 2,07%, para R$ 22,20; OGX ON recuava 0,84%, para R$ 4,71; Itaú PN perdia 0,60%, para R$ 29,82; e Bradesco PN tinha desvalorização de 1,05%, para R$ 32,09.",Negativo,NEGATIVE
433,"Volume do fundo europeu não vai mudar, diz porta-voz de Angela Merkel",Neutro,NEUTRAL
434,"Vale dizer ainda que os dados dessa primeira análise de eficácia ainda não foram revisados por pares científicos ou publicados em um jornal médico. A Pfizer disse que fará isso assim que tivesse os resultados de todo o estudo, sem citar uma data.",Neutro,NEUTRAL
436,"A Abert acredita que o negócio configura uma violação à Lei do SeAC (Lei 12.485/2011), que regulamenta a comunicação audiovisual.",Negativo,NEGATIVE
437,É triste ver que o Fed lavou as mãos da responsabilidade de nos tirar da recessão. O que você realmente precisa fazer é sinalizar que vai manter o pé no acelerador,Negativo,NEGATIVE
438,"São Paulo - O parecer da Advocacia-Geral da União (AGU) que restringiu a aquisição de terras rurais por estrangeiros paralisou os investimentos legítimos de outros países no agronegócio brasileiro. Foi o que afirmou o economista José Roberto Mendonça de Barros, do MB Associados, nesta sexta-feira.",Negativo,NEGATIVE
439,"Ela ressaltou que suas contas de campanha foram aprovadas pelo Tribunal Regional Eleitoral e que o Tribunal de Contas da União (TCU) está investigando o contrato. “No relatório do TCU não há uma única citação à minha pessoa. Não tenho nada a ver com aquilo”, completou a ministra.",Neutro,NEUTRAL
440,"O IPC-S avançou a 0,44% na terceira leitura de janeiro, após registrar 0,43% na segunda. A alta acumulada em 12 meses é de 9,53%, maior do que os 9,52% ocorridos no período até a segunda quadrissemana.",Positivo,POSITIVE
441,"No Brasil, depois de oito anos à frente da Coca-Cola no Brasil, o mexicano Xiemar Zarazúa deixou o cargo para assumir o posto de vice-presidente de empreendimentos da The Coca-Cola Company na América Latina.",Neutro,NEUTRAL
442,"O dólar comercial subia 0,09%, para R$ 2,030 na venda. Na Bolsa de Mercadorias e Futuros (BM&F), o contrato de dólar com vencimento em julho marcava estabilidade, valendo R$ 2,033.",Positivo,POSITIVE
444,"No último relatório trimestral divulgado, a Microsoft reportou mais de 130 bilhões de dólares em caixa e investimentos de curto prazo, em comparação com 50 bilhões de dólares em dívidas de longo prazo.",Positivo,POSITIVE
445,"SÃO PAULO – O preço da cesta básica registrou queda em nove das 17 capitais pesquisadas pelo Departamento Intersindical de Estatística e Estudos Socioeconômicos (Dieese) em setembro, na comparação com agosto. O movimento foi inverso ao registrado em agosto, quando o valor subiu em dez capitais.",Negativo,NEGATIVE
447,"No cartão de crédito, a taxa de desconto líquida média caiu de 1,191% para 1,182% na comparação anual. A receita do segmento foi de R$ 438,5 milhões no trimestre, crescimento de 1,7%. O volume de transações cresceu apenas 2,5% no período.",Positivo,POSITIVE
448,"Segundo o estudo, os segmentos que menos demonstraram interesse pela Black Friday neste ano são os de serviços de TI (12%), construção civil (10%) e fabricação de roupas e móveis (6%). Entre as empresas que participarão do evento (44%), os segmentos em destaque são os de comércio varejista geral (28,9%), comércio atacadista (13,3%) e alimentos e bebidas (6,7%).",Neutro,NEUTRAL
449,"Com o calote da Grécia parecendo cada vez mais inevitável, os holofotes se voltaram para a saúde do sistema financeiro internacional. O alerta foi dado pela própria diretora-gerente do Fundo Monetário Internacional (FMI), Christine Lagarde, há duas semanas. Diante da reação negativa de alguns países, ela teve que voltar atrás. O problema finalmente emergiu com números e cores no Global Financial Stability Report (GFSR), divulgado na semana passada, antes da reunião anual do FMI.",Negativo,NEGATIVE
450,"No seminário, o chanceler Antonio Patriota também destacou o crescente entrosamento das políticas externas dos dois países. “As relações políticas de Brasil e Turquia gozam hoje de uma situação institucional sem precedentes”, afirmou o ministro, para quem a relação com a Turquia é uma das mais dinâmicas e promissoras da atual diplomacia brasileira.",Positivo,POSITIVE
451,"BRASÍLIA - O ministro da Previdência Social, Garibaldi Alves Filho, projetou que o déficit do regime de previdência dos servidores públicos federais superará R$ 60 bilhões em 2012. ""É uma sangria"", afirmou.",Negativo,NEGATIVE
452,"""Eu sei que não é 1965. É isso que me deixa tão indignado. É 2022 e eles estão descaradamente removendo mais locais de votação de condados onde negros e latinos estão super-representados"", disse o democrata Cory Booker, de Nova Jersey, no Senado.",Negativo,NEGATIVE
455,"Ano novo, vida nova. Nem sempre para melhor. Os primeiros dias de 2021 já impõem desafios ao governo, uma administração que vai criando o hábito de terceirizar responsabilidades e adiar a tomada de decisões que podem evitar o agravamento da crise.",Negativo,NEGATIVE
456,"“Os dados mostram que começamos o quarto trimestre de 2021 com sinais ruins e que pode jogar para baixo a atividade este ano”, afirma André Perfeito, economista-chefe da Necton.",Negativo,NEGATIVE
457,"""O Aché afirma e assegura que esses medicamentos são absolutamente seguros e eficazes cumprindo com os mais altos padrões de qualidade"", diz o comunicado.",Positivo,POSITIVE
459,Espanha paga mais caro para vender títulos,Negativo,NEGATIVE
460,"Assim como os demais da lista, o fundo do Santander está longe de render 100% do CDI, quadro que se agrava com a Selic mais baixa. Se de fato a taxa básica de juros cair abaixo dos 5% ao ano, custos dessa ordem tornarão qualquer retorno insustentável.",Negativo,NEGATIVE
461,"Com isso, o Bradesco BBI introduziu um novo preço-alvo para 2022 de R$ 13, abaixo dos R$ 20 estimados anteriormente para 2021, mas ainda implicando potencial de alta de 148,1% em relação ao fechamento do último pregão (26).",Positivo,POSITIVE
462,"Bolsonaro cria a primeira estatal de seu governo, a NAV Brasil",Neutro,NEUTRAL
463,"A própria Linx se qualifica como “a plataforma que move o varejo”. Nesse sentido, complementa o portfólio da oferta da Totvs, não se sobrepõe a ela — pelo menos, não de forma relevante. A própria apresentação da Totvs sobre a operação demonstra isso: enquanto ela está na ponta que relaciona o varejo ao abastecimento, mais concentrada, a Linx está na vertical que relaciona o varejo com o consumidor, muito mais pulverizada.",Positivo,POSITIVE
464,"Itaú lucra R$ 6,2 bi no 4º trimestre; crédito volta a crescer. O maior banco privado do país anunciou nesta segunda-feira um crescimento de 8% em seu lucro do 4º trimestre em relação a um ano atrás.",Positivo,POSITIVE
466,"Na Bolsa de Mercadorias & Futuros (BM&F), o dólar para dezembro mostrava desvalorização de 1,04%, a R$ 1,752.",Negativo,NEUTRAL
467,"Há ainda incertezas com relação à habilidade europeia em enfrentar a crise. Ontem matéria do ""Financial Times"" revelou que os termos de um segundo pacote de socorro para a Grécia, no valor de 109 bilhões de euros, provocaram um racha entre os 17 membros da zona do euro, com muitos deles argumentando que o setor privado deve engolir uma baixa contábil maior de suas posições nos bônus gregos.",Negativo,NEGATIVE
