,text,sentiment
283,"A Confibra, localizada em Hortolândia, no interior do estado de São Paulo, tem capacidade de produção na ordem de 14 mil toneladas/mês, o que representará um aumento de capacidade de cerca de 20% no parque industrial da Eternit. A operação, que deve ser concluída nas próximas semanas, busca fortalecer a posição da Eternit em São Paulo, onde a companhia não possui nenhuma unidade fabril do produto.",Positivo
284,"De acordo com o órgão, o índice de rotatividade – que representa quantas vezes um mesmo megawatt-hora foi negociado entre os agentes antes de chegar ao consumidor final – foi de 3,75 em agosto, contra 3,48 em julho.",Positivo
285,"O combate à corrupção no Brasil - justo, necessário e urgente — tornou-se refém de fanáticos que nunca esconderam que também tinham um projeto de poder. Dentro do que é cabível a um ministro do STF, procurei evidenciar tais desvios. E continuarei a fazê-lo em defesa da Constituição e do devido processo legal.",Neutro
286,Assine a EXAME e acesse as notícias mais importantes em tempo real.,Não se aplica
287,"PARIS - A crise da dívida da Europa, o crescimento mais lento no continente e um plano de mudanças sem brilho levaram a varejista francesa Carrefour registrar uma queda de 14% no lucro no ano passado, para 371 milhões de euros, ante os 433 milhões de euros registrados em um ano antes. As vendas líquidas, guiadas quase exclusivamente pelo crescimento em mercados emergentes, subiram 0,9%, alcançando 81,271 bilhões de euros em 2011.",Negativo
288,"A Citrix está perto de um acordo de US$ 13 bilhões pelo qual pode ser comprada e ter seu capital fechado, na maior operação de compra alavancada em meses. A companhia americana de software está sendo negociada pelos fundos Elliott Management e Vista Equity por US$ 104 a ação, de acordo com pessoas a par das discussões. A Citrix e a Elliott não responderam aos pedidos de entrevista, e a Vista se recusou a falar sobre o assunto.",Positivo
289,"The commitment reinforces JBS’s efforts that began more than a decade ago and that have already had an effect throughout its value chain, such as the social and environmental monitoring system for 100% of the company's raw material suppliers in Brazil, which is being expanded via blockchain to its suppliers' suppliers, in addition to investments in circular economy.",Não se aplica
290,Raio-x preciso,Não se aplica
291,"De acordo com o IDC, foram comercializados 29,4 milhões de dispositivos da empresa da maçã, 31,1% mais do que em 2019. Deste total, 23,7 milhões foram AirPods, os fones sem fio da companhia, e dispositivos de som da Beats. Este número é 25% maior do que o registrado no mesmo trimestre do ano passado.",Positivo
292,Assine os Boletins da Bússola,Não se aplica
293,Pesquisa inédita faz um raio X sobre a carreira em finanças,Neutro
294,"Antes do futebol, o BRB começou a relação com o Flamengo no basquete, que patrocinou no ano passado. Além de conta digital e cartão de crédito, o BRB e o Flamengo planejam vender todo tipo de produto, como capitalização e seguros. O Banco de Brasília também ganhou, com o patrocínio, o direito em transacionar a folha de pagamento dos funcionários do Flamengo.",Positivo
295,Siga a Bússola nas redes: Instagram | LinkedIn | Twitter | Facebook | Youtube,Não se aplica
296,"Os números mostraram que as pessoas físicas migraram de linhas de crédito com custos mais elevados para as de menor custo. Segundo o chefe do departamento econômico do BC, Tulio Maciel, esse comportamento foi estimulado porque o custo do crédito permaneceu em evidência na mídia.",Positivo
297,"Hugh Grant, CEO da Monsanto, avaliou que seria positivo um acordo entre as companhias. “Acreditamos nos benefícios substanciais que uma estratégia integrada poderia fornecer aos produtores e sociedade em geral. Nós temos muito respeito pelos negócios da Bayer”. Entretanto, o executivo ponderou “a atual proposta não aborda adequadamente ou fornece garantias para a parte do financiamento potencial e riscos de execução regulamentares relacionados com a aquisição.”",Neutro
298,"Nos últimos anos, a Taurus tem tido prejuízo, em parte em função da variação do câmbio. Com isso, a distribuição de dividendos pela companhia foi afetada.",Negativo
299,"Em um mês positivo para o Ibovespa e com uma grande entrada de fluxo estrangeiro, favorecido ainda pelo cenário mais positivo para as commodities, que encontra no Brasil grandes representantes, a ação da Bolsa brasileira também foi favorecida. O ativo da B3 fechou com ganhos de 31,83%. O movimento foi ainda mais forte levando em conta a visão de que seu valuation é considerado barato por muitos bancos e casas de análise.",Positivo
300,"No levantamento feito pelo Ibope e divulgado na noite de segunda-feira (24), Amoêdo aparece com 3% das intenções (mesmo resultado do último Datafolha), ou seja, ele precisa dobrar este número para conseguir ser convidado para o debate.",Neutro
301,"Em seu voto, o relator entendeu que há divergências nos depoimentos de Youssef e Costa e que não há provas suficientes para comprovar que Paulo Bernardo solicitou o dinheiro. ""Os demais elementos de prova, sejam documentais e testemunhais, não são aptos a confirmar a tese acusatória no sentido de que a solicitação da vantagem indevida a Paulo Roberto Costa tenha partido do denunciado Paulo Bernardo"", afirmou.",Negativo
302,"Segundo Magda, os funcionários da ANP são altamente qualificados para atender às necessidades da sociedade. No entanto, aproveitou a presença do ministro de Minas e Energias, Edison lobão, para lembrar que a agência reguladora precisa de mais 152 servidores, que se fizeram necessários com a chegada de novas atribuição da agência.",Neutro
303,"A Receita Federal liberou as construtoras de recolher 11% de contribuição previdenciária sobre serviços de fundações em obras diversas, inclusive a cravação de estacas.",Positivo
304,"Em Wall Street, o Dow Jones garantiu leve alta de 0,22%, para 11.796 pontos. O S&P 500 cedeu 0,04%, a 1.215 pontos, e o Nadasq perdeu 0,60%, a 2.572 pontos. Na semana o Dow caiu 2,9%, o S&P recuou 3,8% e a bolsa eletrônica Nasdaq ficou devendo 4%.",Negativo
305,"Allen: Os acontecimentos de hoje são consequência dos eventos de 2007/08. Lá, o problema começou com os bancos e foi absorvido pelos governos. Agora o problema migrou para os governos. Haverá a aceleração da consolidação fiscal e atraso na recuperação econômica É por isso que os mercados estão liquidando suas posições.",Negativo
306,"O reconhecimento veio 15 anos depois dos primeiros passos, com o prêmio ""Família Empresária 2012"", coordenado pela consultoria Höft, especializada na transição de gerações. O grupo Lwart foi selecionado dentre 26 empresas familiares indicadas por um conselho independente.",Neutro
307,"Já o Lucro Antes de Juros, Impostos, Depreciações e Amortizações (Ebitda, na sigla em inglês) consolidado foi a R$ 388 milhões, número 27% maior que o do primeiro trimestre e 157% superior ao do mesmo período do ano passado.",Positivo
308,"Ela avalia como positivos os detalhes da regulamentação, como a inclusão dos componentes socioambientais e dos ajustes correspondentes (quem vendeu os créditos não pode utilizá-los na sua meta), além da governança global e nacional desse mercado.",Positivo
309,O CMN ainda aprovou um incremento de crédito na Linha Especial de Crédito de Investimento para Produção de Alimentos (Pronaf Mais Alimentos) tanto para os agricultores que foram afetados pelas enchentes como para aqueles que sofreram os efeitos da estiagem na região Nordeste. O limite por tomador é de R$ 10 mil a taxa de 1% ao ano. Essa linha também pode ser contratada até 30 de dezembro.,Positivo
310,"A arte da escolha conta com cinco episódios, intitulados como: Boy ou Melhor Amiga, Yoga ou Muay Thay, Home Office ou Escritório, Pet ou Cacto e Astrologia ou Terapia. Com exibição sempre às quintas, os capítulos completos estarão disponíveis nos canais digitais do GNT: IGTV e Youtube, além das redes sociais da Bauducco.",Não se aplica
311,*Marcelo Tokarski é sócio-diretor do Instituto FSB Pesquisa e da FSB Inteligência,Neutro
312,"Outras duas estações da linha devem ser entregues em março e julho deste ano, a Oscar Freire e a São Paulo-Morumbi, respectivamente.",Positivo
313,"Os investidores seguem atentos ao quadro da pandemia, especialmente o impacto na economia, com a chance de que novas restrições afetem o funcionamento do comércio e indústria, bem como o setor de turismo.",Negativo
314,"A Anhanguera passou a provisionar 100% dos títulos vencidos a mais de 180 dias. No quarto trimestre, a provisão para devedores duvidosos foi de  R$ 24,5 milhões, representando 7% da receita líquida, 2,1 pontos percentuais  superior ao quarto trimestre de 2010. No acumulado do ano, somou R$ 69,6milhões, atingindo 5,6% da receita líquida, aumento de 0,4 ponto percentual.",Positivo
315,Rafinha Bastos revela onde investe seu dinheiro (e dá ÓTIMAS dicas),Não se aplica
316,"A projeção é que, em 2025, a energia solar represente 4% da matriz energética brasileira e a energia eólica chegue a 13% do total. As hidrelétricas devem cair para 59%.",Positivo
317,"O presidente do Senado, Rodrigo Pacheco (PSD-MG), publicou uma nota sobre o assunto. Ele disse estar acompanhando ""com crescente preocupação o agravamento do conflito entre Rússia e Ucrânia"".",Negativo
318,Quais são as tendências entre as maiores empresas do Brasil e do mundo? Assine a EXAME e saiba mais.,Não se aplica
319,Bônus é o presente preferido dos trabalhadores dos EUA neste ano,Neutro
320,"Exigência de segurança tirou Obama de ato em Paris, diz Casa Branca",Negativo
321,"No ano passado, cerca de 3 mil lojas participaram da chamada ""Black Friday verde e amarela"". Este ano, com pandemia, a expectativa é que a presença do e-commerce seja ainda mais percebida. No Magazine Luiza, haverá produtos com até 70% de desconto e Frete Grátis. Com o mote “Maior saldão do Brasil”, a Casas Bahia também oferece descontos de até 70% em itens das lojas, site e aplicativo. Os pagamentos poderão ser feitos em até 30 vezes sem juros no cartão da loja, para produtos selecionados.",Positivo
322,"SÃO PAULO – Apesar da iniciativa de lançar uma oferta combinando serviços da Claro, da Embratel e da Net, a integração societária dessas companhias ainda está em estudo e deve levar alguns meses.",Neutro
323,"São Paulo – Com visual todo em metal, o Zenfone 3 Deluxe é um smartphone para quem preza por configurações de ponta. Ele vem com memória RAM de 6 GB e processador Snapdragon 820 -- ou seja, é sem igual no mercado brasileiro. Outra parte bacana do aparelho é o armazenamento interno, que tem 64 GB e é expansível com cartão microSD de até 2 TB. Se espaço para arquivos é do que você precisa, ele tem também uma versão com 256 GB internos.",Não se aplica
324,BTG Pactual (BPAC11),Não se aplica
325,"Os analistas citam alguns anúncios sobre isso: no início da semana, a Latam comunicou planos para contratar novos integrantes para a tripulação e para aumentar significativamente sua frota. A Azul projeta reservas futuras em linha com os níveis pré-pandêmicos. Já a Gol destacou na véspera uma melhora significativa em suas vendas de viagens para o mercado aéreo doméstico em maio.",Positivo
326,"Segundo ele, a ideia é agilizar o processo, tirar um pouco a pressão e deixar mais divertido. “Geralmente, a gamificação não é usada para contratações urgentes, mas sim para processos longos, com muitos candidatos”, explica.",Neutro
327,"Além disso, um cenário de preço médio da commodity em US$ 190 a tonelada em 2021 implica um EV/Ebitda esperado para 2021 de 2,2 vezes (em comparação com os 3,8 vezes atuais da projeção XP), bem abaixo da média histórica dos seus pares entre 5 vezes e 5,5 vezes. Considerando um pagamento de dividendos sobre o lucro líquido (dividend payout) de 80%, a estimativa é de um dividend yield de 12,5% para 2021.",Negativo
328,"De acordo com o PL, o valor do crédito suplementar é de R$ 164,7 milhões para atender um programa de Gestão e Manutenção de Infraestrutura de Empresas Estatais Federais e também investimentos em energia Elétrica.",Neutro
329,"No final do ano passado, a Finlândia ameaçou retirar seu apoio no Mecanismo de Estabilidade Europeu, caso as decisões relativas às reservas de segurança não fossem tomadas por meio de votações unânimes. As operações do Mecanismo de Estabilidade Europeu estão previstas para ter início no próximo mês.",Negativo
330,"Wally Funk é pioneira da aviação nos EUA e sempre sonhou em se tornar astronauta e ir ao espaço. Ela foi uma das ""Mercury 13"", grupo das primeiras mulheres treinadas pela Nasa para voar ao espaço, mas que foram excluídas por razões de gênero.",Não se aplica
331,"Para as empresas de energia, fica a missão quase impossível de ganhar dinheiro num cenário desses. É o que os executivos da companhia elétrica Equatorial vêm tentando, a duras penas, fazer há pouco mais de um ano.",Negativo
332,"Procuradores argentinos iniciaram investigações pouco depois de sua morte, ordenando inclusive buscas nas propriedades de seu médico pessoal e inquirindo outros envolvidos no caso.",Não se aplica
333,"İsviçre Futbol klüpleri alt yapılarında ""futbol eğitimi""ne ""Neymar egzersizleri"" ni de eklemiş!! pic.twitter.com/hpz5cuxUSP",Não se aplica
334,Ziraldo em retrospectiva,Não se aplica
335,"Esse segmento inclui todas as operações exceto as de comércio. Considera  toda a movimentação referente a investimentos, empréstimos e financiamentos de  estrangeiros ao país e de brasileiros ao exterior e, ainda, transações correntes como pagamento de lucros, juros, dividendos, serviços e transferências unilaterais.",Neutro
336,"Conforme a PF, o esquema envolvia um médico psiquiatra que fornecia laudos falsos atestando doenças psiquiátricas por R$ 120 a R$ 140, além de “intermediários” e advogados que utilizavam os documentos para requerer os benefícios previdenciários. Os beneficiários não tinham doença incapacitante e muitos deles sequer iam ao consultório do médico. Eles recebiam os laudos pelos intermediários ou pelos Correios.",Negativo
337,A empresa mais amada do Brasil quer preencher 15 vagas - bem rápido,Não se aplica
338,"No mundo, liderança e comunicação foram coroadas como as habilidades essenciais nos profissionais para ter sucesso no negócios. Enquanto isso, as lideranças brasileiras destacaram duas competências diferentes entre as mais desejadas:",Não se aplica
339,"O volume absorvido pelo mercado, em termos líquidos, é o maior desde que a autoridade monetária voltou a fazer esse tipo de operação, em 18 de maio. Desde essa data, o BC já vendeu US$ 13,831 bilhões nesse tipo de derivativo.",Positivo
340,"Com o avanço da pandemia, muitas empresas passaram a adotar o home office como modelo de trabalho. No Brasil, a transformação digital se fortaleceu, mas expôs um grande problema: a falta de mão de obra especializada na área de Tecnologia da Informação (TI). Pensando nisso, muitas empresas tiveram a oportunidade de contratar profissionais de diversos países para ocupar suas vagas, criando um intercâmbio de conhecimento que possibilitou um salto na inovação no país.",Positivo
341,"A economia da zona do euro teve um início de ano fraco, com as restrições da pandemia afetando a confiança e temores de que a Alemanha possa estar à beira da recessão pela segunda vez desde o início da crise.",Negativo
342,"As companhias em fase acelerada de crescimento precisam investir muito, o que faz com que lucrem pouco (ou tenham prejuízo) e distribuam poucos ganhos aos acionistas. A contrapartida é que suas ações podem ter maior potencial de alta. “É a expectativa de pagamento futuro de dividendos que faz com que essas companhias valorizem. Daqui a muitos anos, quando elas precisarem investir menos e seus negócios estiverem maduros, poderão pagar bons dividendos”, afirma Alvarenga.",Neutro
343,FII HIGIENOP (SHPH)– Cotas ex-rendimento.,Não se aplica
344,A União Brasileira dos Estudantes Secundaristas (UBES) lançou uma campanha nas redes sociais para expor os graves problemas da escolas brasileiras.,Negativo
345,UE pede que Rússia reverta reconhecimento de separatistas da Ucrânia,Negativo
346,"Em manifestação anterior, o advogado-geral da União, Bruno Bianco, tinha dito que, embora o único imunizante previsto no plano para crianças seja o da Pfizer, um cadastro abastecido com dados dos entes regionais ""indica que, sem qualquer critério aparente, milhares de doses de outros imunizantes foram aplicadas em adolescentes e crianças em diversos Estados brasileiros"".",Neutro
347,"A Áustria se tornará o primeiro país da União Europeia a adotar a regra para os adultos de maneira generalizada — outras nações do bloco, como a Itália, por exemplo, obriga a vacinação de uma parte da população ou de setores profissionais específicos.",Neutro
348,"Em maio, o jornal O Estado de S. Paulo apurou que um ano após ser alvo de uma megaoperação policial, a Cracolândia resiste, com o fluxo espalhado pelo centro de São Paulo.",Negativo
349,"SÃO PAULO - A operadora logística ALL iniciou em meados de janeiro o carregamento, por meio de ferrovia, do etanol produzido por usinas instaladas em Nova Alvorada do Sul, Maracaju, Rio Brilhante e Dourados, em Mato Grosso do Sul. Por dia, serão transportados cerca de 750 mil litros de etanol, com uso de 15 vagões.",Positivo
350,"Para que o metaverso se torne uma realidade disseminada, Peres entende que três coisas são necessárias: educação, uma disseminação a respeito do universo dos criptoativos e do blockchain; tecnologia e infraestrutura; e regulação. Sim, os governos terão de ser envolvidos para criar regras para esse ambiente.",Neutro
351,Bolsas europeias têm leve ganho após leilão da Itália,Positivo
352,"A BB Investimentos também viu os resultados da companhia de forma positiva, sobretudo pelo aumento das margens operacionais no trimestre, ocasionadas pela redução de despesas. “Apesar de a empresa salientar que seu foco está voltado para a rentabilidade, destacamos o avanço em market share pelo quinto trimestre consecutivo”, comentou a corretora.",Positivo
353,Operação-padrão tem adesão de 90% dos defensores públicos federais,Neutro
354,"No lado operacional, as receitas de vendas de bens e serviços somaram R$ 29,2 milhões, fruto do contrato de operação e manutenção da plataforma OSX-1. O montante, no entanto, foi reduzido de custos que totalizaram R$ 25 milhões.",Positivo
355,SÃO PAULO - Ao menos três pessoas acabaram mortas e 75 ficaram feridas em um ataque no centro da cidade belga de Liège em um momento de movimentação na área por causa das compras de fim de ano.,Negativo
356,"Os críticos da declaração do republicano lembraram que muitos americanos não pagam impostos federais de renda, mas pagam outras taxas. Além disso, mais de 16 milhões de idosos são isentos, enquanto outros milhões não pagam porque ganham muito pouco.",Negativo
357,Uma resolução de 2019 prevê que quem não sacar o abono no prazo ainda terá direito ao benefício por mais cinco anos.,Neutro
358,Senadores reagem a PL que flexibiliza agrotóxicos,Neutro
359,Justiça vê 'normalidade' em Jirau,Não se aplica
360,* Tradução de Anna Maria Della Luche,Não se aplica
361,"Fora do Ibovespa, as ações da Alliar (AALR3) caíram mais de 20% nesta quarta. A rede de laboratórios informou na noite de ontem que seus controladores fecharam o contrato para a venda da empresa ao fundo de investimento Fonte de Saúde, da gestora MAM, do empresário Nelson Tanure. Como se trata de uma aquisição de controle, a gestora do empresário teria que estender a oferta aos minoritários, mas uma cláusula no acordo pode deixar os demais acionistas de fora da oferta.",Negativo
362,Young está na Union Pacific desde 1978. Passou por diversas posições até se tornar CFO em 1999 e CEO em 2006.,Neutro
363,"BC intervém no câmbio pela 1ª vez desde março com dólar a R$ 5,30",Negativo
364,"""Peço a todos os cidadãos que votemos, é a oportunidade que temos de decidir o próximo binômio presidencial"", disse Solórzano após a abertura das 21.099 mesas receptoras de votos instaladas em todo o país.",Neutro
365,"Schwartsman: Isso é o que o BC deve indicar. Há uma desaceleração lá fora e risco de contágio aqui. Por essa razão, não vou alterar o juro hoje, mas pode apontar que o cenário [externo] ficou ainda mais favorável. Mas acho difícil se montar um caso que justifique um corte de juro num prazo curto.",Neutro
366,"Olá, pessoal. Esgotamos todos os recursos que podíamos, mas o atleta Thiago Paulino ficou com o bronze na prova do Arremesso de Peso da classe F57. No momento da prova, seu arremesso de ouro foi validado pela arbitragem. [1/4] pic.twitter.com/Fr2XOiWljL",Não se aplica
367,"""Constatamos que os corredores terminavam a recuperação e se fortaleciam, então nós os mandávamos de volta para o asfalto"", afirma Colleen. ""Mas eles voltavam a correr e continuavam sentindo dor. Agora nós sabemos que só quando incorporamos as dicas de treino na rotina de corrida, que ensinam os músculos a serem recrutados durante essa atividade, é que vemos a diferença.""",Não se aplica
368,Olá Clebes. O VGBL é uma aplicação interessante para quem quer investir a longo prazo e faz a Declaração de IR pelo formulário simplificado.,Neutro
369,"No texto, o juiz defendeu o grafite como manifestação artística dinâmica e patrimônio cultural da cidade. E disse que a eventual substituição ou exclusão dessas obras necessita, antes, de avaliação técnica dos órgãos da cidade.",Não se aplica
370,"A piora do ambiente externo e as preocupações com a situação fiscal e de governança no Brasil levou os investidores estrangeiros a sacarem 6,8 bilhões de reais da B3 em fevereiro, interrompendo três meses seguidos de entrada líquida de recursos.",Negativo
371,"A exposição dos fundos de investimentos a depósitos a prazo do Banco BVA, que sofreu intervenção do BC na sexta-feira, alcançava em setembro R$ 917,91 milhões.",Negativo
372,"Este acréscimo, com custo estimado de R$ 1,9 bilhão, terá como fonte da despesa indicada os recursos arrecadados com os bônus de assinatura dos campos de Sépia e Atapu que, excluindo-se os valores destinados aos entes subnacionais, somam R$ 3,4 bilhões.",Negativo
373,"Esta galáxia de formato elíptico ""está passando por um fenômeno bastante extremo, nunca observado a tal distância"", disse à AFP Emanuele Daddi, astrofísico do Centro de Pesquisa Nuclear de Saclay (que depende do CEA), coautor do estudo publicado na Nature Astronomy e conduzido por Annagrazia Puglizi, da Universidade britânica de Durham.",Não se aplica
374,Venda Usiminas ON,Não se aplica
375,"De certo modo, a história do Dakota, como é contada pelo livro de Alpern, equivale à história de Nova York.",Não se aplica
376,"Ferro disse, ainda, que a intenção do Congresso ao aprovar a lei foi evitar as jornadas exaustivas às quais muitos motoristas são submetidos. O deputado disse ainda que alguns profissionais da categoria têm que usar drogas para suportar os longos períodos de trabalho. “Mas se gerou transtorno, tem que haver renegociação”, declarou.",Negativo
377,"Portanto, a Pirelli continuará como encarregada de supervisionar as características dos pneus e de tramitar todos os aspectos no desenvolvimento destes, em colaboração com a FIA e as respectivas equipes.",Não se aplica
378,"A suspensão dos eventos esportivos afeta de forma mais direta Juventus, Atalanta, Inter de Milão e Roma, times que disputam competições europeias e serão proibidos de terem o mando de campo em casa em alguns jogos importantes – pelos menos enquanto a quarentena estiver em vigor.",Não se aplica
379,"Por ora, o projeto está em cinco cidades. A meta é chegar a 20 até 2019. Espaço para atuar não falta: os índices educacionais brasileiros seguem muito aquém do padrão de países ricos e, no caso do ensino médio, não há sinais de melhora. Com exceção do candidato Ciro Gomes, cuja base eleitoral é o Ceará, até agora o exemplo bem-sucedido do estado foi deixado de lado no debate eleitoral. É uma pena: nesse caso, copiar quem faz direito devia ser prioridade.",Neutro
380,"A Caixa Seguridade teve lucro líquido de R$ 1,76 bilhão em 2020, com uma receita de R$ 39,1 bilhões.",Positivo
381,"O valor de firma (firm value) é de R$ 25 milhões, sendo que deste valor será deduzido o endividamento líquido.",Neutro
382,"O Credit Suisse comentou a informação de que a Eletrobras nomeou temporariamente a CFO Elvira Presta como CEO, até que um novo seja indicado; de que o CPPI aprovou a inclusão da Eletrobras no programa de privatização, permitindo ao BNDES iniciar os estudos sobre a redução de capital do governo; e de que os presidente do Senado e da Câmara têm visões favoráveis sobre a MP para a privatização da Eletrobras.",Positivo
383,Previsões do USDA tiram suporte dos preços de soja e trigo,Negativo
384,"O episódio é considerado, por especialistas, como o lance inaugural da crise política que culminaria na renúncia do presidente, um ano e meio depois e em meio a um colapso econômico que levou sucessivamente à moratória e à desvalorização do peso. “Nunca mais o presidente teve sua liderança respeitada e isso foi fatal para qualquer iniciativa de se sair do impasse econômico”, afirmou o cientista político Rosendo Fraga, do Centro de Estudos Nueva Mayoria.",Negativo
385,"“O Brasil é a única das 20 [maiores] economias que não têm uma cadeira de estudos de futuro criada pelo presidente da república”, disse Giardelli. “O que tem são pensamento de 4 anos, às vezes 2 anos”, e não um plano de longo prazo, que considera essencial. Ele também se preocupa que os candidatos à presidência em 2018 estejam tratando pouco de temas relacionados à tecnologia.",Negativo
386,"Ao analisar a nomenclatura dos celulares que vieram após o iPhone 8, no entanto, não é difícil perceber que a Apple começou a fugir da tradicional sequência de nomeação. Depois do iPhone 8 Plus, a empresa lançou o iPhone X - que é considerado o 10 -, e suas variações aprimoradas, como o iPhone XR, mas sem nenhum iPhone 9 ou 8s no meio do caminho.",Não se aplica
387,Que tal viajar mais no mundo pós-pandemia? Conheça o curso de liberdade financeira da EXAME Academy,Não se aplica
388,Tractebel,Não se aplica
389,Confiança do consumidor dos EUA sobe em janeiro,Positivo
390,"As exportações da China cresceram em outubro no ritmo mais rápido em cinco meses, em mais um sinal de retomada economia. Na sexta-feira, dados da produção industrial e das vendas no varejo já haviam superado as expectativas.",Positivo
391,"O chefe do Executivo voltou a responsabilizar governos estaduais pelo elevado valor dos combustíveis, cujo aumento, segundo ele, se deve à cobrança do ICMS aos preços dos fretes e às margens de lucro dos postos. ""Reconhecemos a dificuldade financeira dos Estados, mas, acima do Estado, da União, está o povo que nos mantém"", argumentou. ""Quando a gente reduz (o preço do combustível) na refinaria, na bomba não diminui"", completou.",Negativo
392,"A Cambuci teve lucro líquido de 4,7 milhões de reais no primeiro trimestre de 2013, alta de mais de 300 por cento frente ao mesmo período do ano anterior, quando o lucro líquido foi de 1,1 milhão de reais.",Positivo
393,"RIO - A infraestrutura brasileira precisa entrar em um ritmo de crescimento mais acelerado para ter condições de receber maior volume de recursos, sobretudo de investidores estrangeiros. A afirmação é do ex-presidente do Banco Central e sócio da Gávea Investimentos, Armínio Fraga.",Neutro
394,Rossi sai de lucro para prejuízo de R$ 9 milhões no trimestre,Negativo
395,"Na América Latina, México e Colômbia superam Brasil em ranking do PIB",Negativo
396,O fazendeiro que vive no ar,Não se aplica
397,"Nos EUA, pagamentos por aproximação — ou até mesmo com senha — não são tão comuns quanto no Brasil. Atualmente, ainda é comum utilizar métodos antigos de processamento de pagamentos com cartão — por exemplo, quando se paga algo em um restaurante, o garçom levar o cartão para uma sala nos fundos do estabelecimento e voltar com um papel para que o consumidor assine, confirmando a transação. Empresas como a Apple e a Block vem mudando isso e contribuindo para a digitalização dos pagamentos em solo americano.",Neutro
398,"Longe de ser um problema exclusivo do Brasil, o crescimento do tráfego de dados na internet e, por consequência, a necessidade de se ter uma infraestrutura de rede condizente com esse avanço substancial estão no centro das discussões em todo o mundo.",Neutro
399,"O resultado anunciado pela Eurostat, no entanto, é superior ao superávit de 100 milhões de euros apresentado em junho, montante revisado para baixo em relação ao saldo positivo de 900 milhões de euros que havia sido originalmente divulgado. Os analistas consultados pela Dow Jones esperavam um superávit menor para julho, de 2,0 bilhões de euros.",Positivo
400,"As expectativas de condições gerais para os próximos seis meses saiu de terreno negativo (-5,1 pontos) para 5,5 pontos em setembro.",Positivo
401,"— Jair M. Bolsonaro (@jairbolsonaro) November 5, 2018",Não se aplica
402,"“A pandemia representou não somente uma crise sanitária de proporções históricas, como resultou na maior adversidade já enfrentada pela educação básica brasileira no que diz respeito à garantia de acesso à escola de todas as crianças e adolescentes dos 4 aos 17 anos”, sustenta a análise do IBGE.",Negativo
403,"Mesmo que Serra desista de tentar se reeleger ou concorra para deputado federal, o PSDB está de olho na vaga. E o Republicanos dependeria de um acerto com União Brasil e MDB - que já acertaram apoio a Rodrigo Garcia - para ter seu candidato a senador vinculado à chapa encabeçada pelo tucano.",Neutro
404,"Na quarta-feira, o Dow perdeu 129 pontos; o S&P recuou 0,2%; e o Nasdaq ficou estável.",Negativo
405,"Após o encerramento dos negócios na Bolsa de Mercadorias & Futuros (BM&F) na terça-feira, o Ministério da Fazenda divulgou nota negando a intenção sobre novas medidas.",Neutro
406,Amir Labaki é diretor-fundador do É Tudo Verdade - Festival Internacional de Documentários.,Não se aplica
407,"Mas, fora do cargo, o político de 71 anos perde a imunidade e poderá ser julgado pelas acusações de corrupção, fraude e violação de confiança, pelas quais pode ser condenado a até 10 anos de prisão. Ele nega qualquer irregularidade.",Negativo
408,"Além de São Paulo, houve protestos em Pernambuco, Pará, Bahia, Ceará, Sergipe, Paraíba, Rio Grande do Norte, Minas Gerais, Rio de Janeiro e Rio Grande do Sul.",Negativo
409,"Ele fez sua ampla acusação em um momento em que o chefe da segurança doméstica de Israel alertou publicamente sobre a perspectiva de violência política. Netanyahu concentrou suas alegações em uma promessa de campanha quebrada do homem que deverá substituí-lo como primeiro-ministro, o nacionalista Naftali Bennett.",Negativo
410,"Além disso, alertam, esse colapso está comprometendo o restante do atendimento em saúde, levando a uma piora no atendimento de outras doenças e na vacinação infantil. Somando-se a isso, uma crise econômica exacerbada pela pandemia e cortes nos orçamentos de saúde e educação devem piorar a capacidade do país de reagir.",Negativo
411,CREMER (CREM-NM)– Acoes escriturais ex-juros.,Não se aplica
412,Leia a reportagem completa na edição desta quarta-feira do Valor,Não se aplica
413,"Por descumprir normas de atendimento ao público, determinadas no Código Brasileiro do Consumidor, a Gol foi multada em R$ 1,14 milhão. A companhia de bebidas Ambev sofreu pena de R$ 1 milhão por “publicidade abusiva”.",Negativo
414,"Desde o dia 04 de maio, o IBGE está fazendo entrevistas semanais em 48 mil domicílios, totalizando cerca de 193 mil casas por mês. A amostra é fixa, permitindo um monitoramento constante do mesmo universo de pessoas.",Neutro
415,"Tida como a mostra mais incensada de arquitetura, paisagismo e design de interiores do país, a CASACOR reúne a nata dos profissionais do setor. Anual, o evento chegou à 34ª edição em São Paulo, embora também tenha versões em 14 outros estados e em mais quatro países (Estados Unidos, Bolívia, Paraguai e Peru).",Não se aplica
416,"Já o saldo devedor externo do setor privado totalizou US$ 99,247 bilhões em janeiro, ante US$ 98,301 bilhões apurados no fim de 2011.",Negativo
417,Assine a newsletter Exame.ESG e descubra como a sustentabilidade empresarial impacta diretamente a performance de seus investimentos,Não se aplica
418,"Para ele, o TCU não vai querer decidir nada com pressa, o que deixa, por conta do recesso, o processo para 2022: ano eleitoral, que deve dificultar ainda mais a venda da companhia. “A partir de abril nesse País não se faz mais nada por causa das eleições. A avaliação do Gesel é que essa venda fica para 2023”, afirmou.",Negativo
419,Começou obrigatoriedade do novo termo de rescisão trabalhista,Neutro
420,EXAME lança e-book gratuito com 30 formas práticas de ter renda extra: baixe agora mesmo.,Não se aplica
